source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000041-WEAR_7013_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	221	not applicable	blood plasma	PAD000041-r00221-WEAR_7013_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7013_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	222	not applicable	blood plasma	PAD000041-r00222-WEAR_7013_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7013_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	223	not applicable	blood plasma	PAD000041-r00223-WEAR_7013_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7013_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	224	not applicable	blood plasma	PAD000041-r00224-WEAR_7013_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	225	not applicable	blood plasma	PAD000041-r00225-WEAR_7016_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	226	not applicable	blood plasma	PAD000041-r00226-WEAR_7016_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	227	not applicable	blood plasma	PAD000041-r00227-WEAR_7016_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	228	not applicable	blood plasma	PAD000041-r00228-WEAR_7016_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	229	not applicable	blood plasma	PAD000041-r00229-WEAR_7016_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	230	not applicable	blood plasma	PAD000041-r00230-WEAR_7016_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	231	not applicable	blood plasma	PAD000041-r00231-WEAR_7016_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	232	not applicable	blood plasma	PAD000041-r00232-WEAR_7016_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	233	not applicable	blood plasma	PAD000041-r00233-WEAR_7016_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	234	not applicable	blood plasma	PAD000041-r00234-WEAR_7016_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	235	not applicable	blood plasma	PAD000041-r00235-WEAR_7016_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7016_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	236	not applicable	blood plasma	PAD000041-r00236-WEAR_7016_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	237	not applicable	blood plasma	PAD000041-r00237-WEAR_7017_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	238	not applicable	blood plasma	PAD000041-r00238-WEAR_7017_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	239	not applicable	blood plasma	PAD000041-r00239-WEAR_7017_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	240	not applicable	blood plasma	PAD000041-r00240-WEAR_7017_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	241	not applicable	blood plasma	PAD000041-r00241-WEAR_7017_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V13	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	242	not applicable	blood plasma	PAD000041-r00242-WEAR_7017_V13	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	243	not applicable	blood plasma	PAD000041-r00243-WEAR_7017_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	244	not applicable	blood plasma	PAD000041-r00244-WEAR_7017_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	245	not applicable	blood plasma	PAD000041-r00245-WEAR_7017_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	246	not applicable	blood plasma	PAD000041-r00246-WEAR_7017_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	247	not applicable	blood plasma	PAD000041-r00247-WEAR_7017_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	248	not applicable	blood plasma	PAD000041-r00248-WEAR_7017_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	249	not applicable	blood plasma	PAD000041-r00249-WEAR_7017_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7017_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	250	not applicable	blood plasma	PAD000041-r00250-WEAR_7017_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	251	not applicable	blood plasma	PAD000041-r00251-WEAR_7018_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	252	not applicable	blood plasma	PAD000041-r00252-WEAR_7018_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	253	not applicable	blood plasma	PAD000041-r00253-WEAR_7018_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	254	not applicable	blood plasma	PAD000041-r00254-WEAR_7018_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	255	not applicable	blood plasma	PAD000041-r00255-WEAR_7018_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V13	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	256	not applicable	blood plasma	PAD000041-r00256-WEAR_7018_V13	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V14	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	257	not applicable	blood plasma	PAD000041-r00257-WEAR_7018_V14	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V15	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	258	not applicable	blood plasma	PAD000041-r00258-WEAR_7018_V15	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	259	not applicable	blood plasma	PAD000041-r00259-WEAR_7018_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-WEAR_7018_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	260	not applicable	blood plasma	PAD000041-r00260-WEAR_7018_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
