source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[instrument]	comment[panel name]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[olink lot number]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000041-f01-r00188-WEAR_7010_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	188	not available	experimental sample	blood plasma	PAD000041-f01-r00188-WEAR_7010_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00189-WEAR_7010_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	189	not available	experimental sample	blood plasma	PAD000041-f01-r00189-WEAR_7010_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00190-WEAR_7010_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	190	not available	experimental sample	blood plasma	PAD000041-f01-r00190-WEAR_7010_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00191-WEAR_7010_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	191	not available	experimental sample	blood plasma	PAD000041-f01-r00191-WEAR_7010_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00192-WEAR_7010_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	192	not available	experimental sample	blood plasma	PAD000041-f01-r00192-WEAR_7010_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00193-WEAR_7010_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	193	not available	experimental sample	blood plasma	PAD000041-f01-r00193-WEAR_7010_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00194-WEAR_7010_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	194	not available	experimental sample	blood plasma	PAD000041-f01-r00194-WEAR_7010_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00195-WEAR_7010_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	195	not available	experimental sample	blood plasma	PAD000041-f01-r00195-WEAR_7010_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00196-WEAR_7010_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	196	not available	experimental sample	blood plasma	PAD000041-f01-r00196-WEAR_7010_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00197-WEAR_7010_V13	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	197	not available	experimental sample	blood plasma	PAD000041-f01-r00197-WEAR_7010_V13	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00198-WEAR_7010_V14	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	198	not available	experimental sample	blood plasma	PAD000041-f01-r00198-WEAR_7010_V14	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00199-WEAR_7010_V15	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	199	not available	experimental sample	blood plasma	PAD000041-f01-r00199-WEAR_7010_V15	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00200-WEAR_7010_V16	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	200	not available	experimental sample	blood plasma	PAD000041-f01-r00200-WEAR_7010_V16	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00201-WEAR_7010_V18	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	201	not available	experimental sample	blood plasma	PAD000041-f01-r00201-WEAR_7010_V18	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00202-WEAR_7015_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	202	not available	experimental sample	blood plasma	PAD000041-f01-r00202-WEAR_7015_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00203-WEAR_7015_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	203	not available	experimental sample	blood plasma	PAD000041-f01-r00203-WEAR_7015_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00204-WEAR_7015_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	204	not available	experimental sample	blood plasma	PAD000041-f01-r00204-WEAR_7015_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00205-WEAR_7015_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	205	not available	experimental sample	blood plasma	PAD000041-f01-r00205-WEAR_7015_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00206-WEAR_7015_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	206	not available	experimental sample	blood plasma	PAD000041-f01-r00206-WEAR_7015_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00207-WEAR_7015_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	207	not available	experimental sample	blood plasma	PAD000041-f01-r00207-WEAR_7015_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00208-WEAR_7015_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	208	not available	experimental sample	blood plasma	PAD000041-f01-r00208-WEAR_7015_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00209-WEAR_7015_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	209	not available	experimental sample	blood plasma	PAD000041-f01-r00209-WEAR_7015_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00210-WEAR_7015_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	210	not available	experimental sample	blood plasma	PAD000041-f01-r00210-WEAR_7015_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00211-WEAR_7015_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	211	not available	experimental sample	blood plasma	PAD000041-f01-r00211-WEAR_7015_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00212-WEAR_7015_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	212	not available	experimental sample	blood plasma	PAD000041-f01-r00212-WEAR_7015_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00213-WEAR_7015_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	213	not available	experimental sample	blood plasma	PAD000041-f01-r00213-WEAR_7015_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00214-WEAR_7015_V13	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	214	not available	experimental sample	blood plasma	PAD000041-f01-r00214-WEAR_7015_V13	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00215-WEAR_7015_V15	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	215	not available	experimental sample	blood plasma	PAD000041-f01-r00215-WEAR_7015_V15	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00216-WEAR_7015_V16	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	216	not available	experimental sample	blood plasma	PAD000041-f01-r00216-WEAR_7015_V16	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00217-WEAR_7015_V17	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	217	not available	experimental sample	blood plasma	PAD000041-f01-r00217-WEAR_7015_V17	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00218-WEAR_7015_V18	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	218	not available	experimental sample	blood plasma	PAD000041-f01-r00218-WEAR_7015_V18	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate04_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00219-WEAR_7013_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	219	not available	experimental sample	blood plasma	PAD000041-f01-r00219-WEAR_7013_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00220-WEAR_7013_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	220	not available	experimental sample	blood plasma	PAD000041-f01-r00220-WEAR_7013_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00221-WEAR_7013_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	221	not available	experimental sample	blood plasma	PAD000041-f01-r00221-WEAR_7013_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate07_12012023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
