source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[olink lot number]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000033-2022-02-03-46-1	Homo sapiens	Blood serum	not available	not available	not available	74	not applicable	blood serum	PAD000033-r00074-2022-02-03-46-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-95-1	Homo sapiens	Blood serum	not available	not available	not available	75	not applicable	blood serum	PAD000033-r00075-2022-02-03-95-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-34-2	Homo sapiens	Blood serum	not available	not available	not available	76	not applicable	blood serum	PAD000033-r00076-2022-02-03-34-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-31-1	Homo sapiens	Blood serum	not available	not available	not available	77	not applicable	blood serum	PAD000033-r00077-2022-02-03-31-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-30-2	Homo sapiens	Blood serum	not available	not available	not available	78	not applicable	blood serum	PAD000033-r00078-2022-02-03-30-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-CONTROL_SAMPLE_US_CS_AS_2-8	Homo sapiens	Blood serum	not available	not available	not available	79	not applicable	blood serum	PAD000033-r00079-CONTROL_SAMPLE_US_CS_AS_2-8	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic_II; Inflammation_II; Neurology_II; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-62-2	Homo sapiens	Blood serum	not available	not available	not available	80	not applicable	blood serum	PAD000033-r00080-2022-02-03-62-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-40-1	Homo sapiens	Blood serum	not available	not available	not available	81	not applicable	blood serum	PAD000033-r00081-2022-02-03-40-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-42-2	Homo sapiens	Blood serum	not available	not available	not available	82	not applicable	blood serum	PAD000033-r00082-2022-02-03-42-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-75-2	Homo sapiens	Blood serum	not available	not available	not available	83	not applicable	blood serum	PAD000033-r00083-2022-02-03-75-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-68-2	Homo sapiens	Blood serum	not available	not available	not available	84	not applicable	blood serum	PAD000033-r00084-2022-02-03-68-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-20-1	Homo sapiens	Blood serum	not available	not available	not available	85	not applicable	blood serum	PAD000033-r00085-2022-02-03-20-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-39-1	Homo sapiens	Blood serum	not available	not available	not available	86	not applicable	blood serum	PAD000033-r00086-2022-02-03-39-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-33-2	Homo sapiens	Blood serum	not available	not available	not available	87	not applicable	blood serum	PAD000033-r00087-2022-02-03-33-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-68-1	Homo sapiens	Blood serum	not available	not available	not available	88	not applicable	blood serum	PAD000033-r00088-2022-02-03-68-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-11-1	Homo sapiens	Blood serum	not available	not available	not available	89	not applicable	blood serum	PAD000033-r00089-2022-02-03-11-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-17-2	Homo sapiens	Blood serum	not available	not available	not available	90	not applicable	blood serum	PAD000033-r00090-2022-02-03-17-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-46-2	Homo sapiens	Blood serum	not available	not available	not available	91	not applicable	blood serum	PAD000033-r00091-2022-02-03-46-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-75-1	Homo sapiens	Blood serum	not available	not available	not available	92	not applicable	blood serum	PAD000033-r00092-2022-02-03-75-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-87-2	Homo sapiens	Blood serum	not available	not available	not available	93	not applicable	blood serum	PAD000033-r00093-2022-02-03-87-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-54-2	Homo sapiens	Blood serum	not available	not available	not available	94	not applicable	blood serum	PAD000033-r00094-2022-02-03-54-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-51-2	Homo sapiens	Blood serum	not available	not available	not available	95	not applicable	blood serum	PAD000033-r00095-2022-02-03-51-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-70-1	Homo sapiens	Blood serum	not available	not available	not available	96	not applicable	blood serum	PAD000033-r00096-2022-02-03-70-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-34-1	Homo sapiens	Blood serum	not available	not available	not available	97	not applicable	blood serum	PAD000033-r00097-2022-02-03-34-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-77-1	Homo sapiens	Blood serum	not available	not available	not available	98	not applicable	blood serum	PAD000033-r00098-2022-02-03-77-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-31-2	Homo sapiens	Blood serum	not available	not available	not available	99	not applicable	blood serum	PAD000033-r00099-2022-02-03-31-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-63-1	Homo sapiens	Blood serum	not available	not available	not available	100	not applicable	blood serum	PAD000033-r00100-2022-02-03-63-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-17-1	Homo sapiens	Blood serum	not available	not available	not available	101	not applicable	blood serum	PAD000033-r00101-2022-02-03-17-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-60-1	Homo sapiens	Blood serum	not available	not available	not available	102	not applicable	blood serum	PAD000033-r00102-2022-02-03-60-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-33-1	Homo sapiens	Blood serum	not available	not available	not available	103	not applicable	blood serum	PAD000033-r00103-2022-02-03-33-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-48-1	Homo sapiens	Blood serum	not available	not available	not available	104	not applicable	blood serum	PAD000033-r00104-2022-02-03-48-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-70-2	Homo sapiens	Blood serum	not available	not available	not available	105	not applicable	blood serum	PAD000033-r00105-2022-02-03-70-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-60-2	Homo sapiens	Blood serum	not available	not available	not available	106	not applicable	blood serum	PAD000033-r00106-2022-02-03-60-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-30-1	Homo sapiens	Blood serum	not available	not available	not available	107	not applicable	blood serum	PAD000033-r00107-2022-02-03-30-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-86-2	Homo sapiens	Blood serum	not available	not available	not available	108	not applicable	blood serum	PAD000033-r00108-2022-02-03-86-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-87-1	Homo sapiens	Blood serum	not available	not available	not available	109	not applicable	blood serum	PAD000033-r00109-2022-02-03-87-1	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000033-2022-02-03-40-2	Homo sapiens	Blood serum	not available	not available	not available	110	not applicable	blood serum	PAD000033-r00110-2022-02-03-40-2	protein expression profiling by antibody array	1	20211799_Tsai_NPX_2022-03-14.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PAD000033/20211799_Tsai_NPX_2022-03-14.npx.csv	Olink Target 96	NPX	20211799_SS220167	Intensity	Cardiometabolic; Cardiometabolic_II; Inflammation; Inflammation_II; Neurology; Neurology_II; Oncology; Oncology_II	Olink Target 96	intensity normalized	B13805	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
