source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[dilution]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000036-744508	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	597	not applicable	blood serum	PAD000036-r00699-744508	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744406	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	598	not applicable	blood serum	PAD000036-r00700-744406	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744680	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	599	not applicable	blood serum	PAD000036-r00701-744680	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200173	Homo sapiens	Blood	not available	not available	not available	not available	224	calibrator	blood;blood plasma;blood serum	PAD000036-r00702-200173	protein expression profiling by aptamer array	23	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744370	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	600	not applicable	blood serum	PAD000036-r00703-744370	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744362	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	601	not applicable	blood serum	PAD000036-r00704-744362	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-745463	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	602	not applicable	blood serum	PAD000036-r00705-745463	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744411	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	603	not applicable	blood serum	PAD000036-r00706-744411	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744356	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	604	not applicable	blood serum	PAD000036-r00707-744356	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744654	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	605	not applicable	blood serum	PAD000036-r00708-744654	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744353	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	606	not applicable	blood serum	PAD000036-r00709-744353	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744584	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	607	not applicable	blood serum	PAD000036-r00710-744584	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-220214	Homo sapiens	Blood	not available	not available	not available	not available	208	not applicable	blood;blood plasma;blood serum	PAD000036-r00711-220214	protein expression profiling by aptamer array	16	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744533	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	608	not applicable	blood serum	PAD000036-r00712-744533	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744565	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	609	not applicable	blood serum	PAD000036-r00713-744565	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744367	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	610	not applicable	blood serum	PAD000036-r00714-744367	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-745461	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	611	not applicable	blood serum	PAD000036-r00715-745461	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-200173	Homo sapiens	Blood	not available	not available	not available	not available	224	calibrator	blood;blood plasma;blood serum	PAD000036-r00716-200173	protein expression profiling by aptamer array	24	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744538	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	612	not applicable	blood serum	PAD000036-r00717-744538	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-220214	Homo sapiens	Blood	not available	not available	not available	not available	208	not applicable	blood;blood plasma;blood serum	PAD000036-r00718-220214	protein expression profiling by aptamer array	17	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744590	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	613	not applicable	blood serum	PAD000036-r00719-744590	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744492	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	614	not applicable	blood serum	PAD000036-r00720-744492	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744677	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	615	not applicable	blood serum	PAD000036-r00721-744677	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744702	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	616	not applicable	blood serum	PAD000036-r00722-744702	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744506	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	617	not applicable	blood serum	PAD000036-r00723-744506	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744581	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	618	not applicable	blood serum	PAD000036-r00724-744581	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744659	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	619	not applicable	blood serum	PAD000036-r00725-744659	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744541	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	620	not applicable	blood serum	PAD000036-r00726-744541	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000036-744390	Homo sapiens	Blood	not available	not available	not available	CLI8007F506	621	not applicable	blood serum	PAD000036-r00727-744390	protein expression profiling by aptamer array	1	SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000036/SS-2217258_v4.1_TCRS_Adult_Serum.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.medNormRefSMP.adat	SomaScan Assay	v4.1	RFU	PLT11456	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, medNormRefSMP (SampleType)	SomaScan 7K	SomaScan Assay v4.1	20%	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=somascan;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
